"src","title","discount","lastTime","idname"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","GXG品牌男装清仓专场","满1件3.8折","剩余6天","574728"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","Parkdance英国品牌女鞋","满1件4折2件3.5折","剩余2天","573912"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","李宁正品清仓鞋服专场","专柜正品 超值底价","剩余2天","574250"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","回力品牌休闲鞋专场","全场低至29.0元起","剩余4天","574050"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","达芙妮超级品牌日","69元2件起","剩余4天","569384"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","精选小熊品质厨电专场","全场低至69.0元起","剩余6天","572124"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","珍雪绒夏装美衣上新专场","满2件4.5折","剩余3天","571568"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","沃世鸟家纺优惠购","满2件8.5折","剩余6天","572550"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","昕度沙发垫特惠专场","¥10-¥129","剩余6天","572558"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","群辉男装夏季上新专场","79元任选2件","剩余4天","571846"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","北极绒男装专场","满1件8折","剩余4天","574528"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","ZK内裤夏季上新","满2件8.8折,3件7.5折","剩余6天","573266"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","简兮居家日用专场","全场低至19.0元起","剩余6天","570938"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","精致生活日用百货专场","全场低至8.8元起","剩余6天","570934"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","哆Q萌精选女装特卖专场","满1件5折","剩余4天","569874"
"https://status.tuanimg.com/statics/zhe/common/img/load_deal_310.png","搭啵兔女鞋上新专场","满1件5折","剩余6天","575160"
"https://z3.tuanimg.com/imagev2/zhaoshang/600x600.374bd7d5447b5d89a2051dc6ba071342.380x380.jpg.webp","蒂妮佳美衣促销专场","满2件4.5折","剩余4天","575402"
"https://z2.tuanimg.com/imagev2/zhaoshang/600x600.6800d9d865e23ef03156cb351560ddb7.380x380.jpg.webp","鹰鼠中老年男装专场","满1件5折","剩余4天","574642"
"https://z3.tuanimg.com/imagev2/zhaoshang/800x800.e9a1ade248b1c10b1ce44db16eeb4061.380x380.jpg.webp","汇萌日用百货专场","全场低至6.9元起","剩余6天","570942"
"https://z8.tuanimg.com/imagev2/zhaoshang/800x800.be290e7ffefd7ba10b7ea7d9dbbd639b.380x380.jpg.webp","米子旗T恤促销专场","满2件6折","剩余4天","575410"
